row_index,order_id,dirty_reasons
123,01123,country_region_mixed;currency_symbol_or_text;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
124, 1124 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
125, 1125 ,currency_symbol_or_text;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
126,1126,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
127,#1127,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;tax_or_discount_percent_string
128, ,address_multiline_or_missing_punctuation;currency_symbol_or_text;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
129,ORD-1129,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric
130,1130-01,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
131,#1131,currency_symbol_or_text;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder
132,1132-01,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters;total_price_mismatch
133,\t1133-01  ,currency_symbol_or_text;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
134,ORD-1134,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric
135,NULL,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_unknown;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
136,01136,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
137,  1137-01 ,country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric
138,Order ID,country_region_mixed;currency_symbol_or_text;email_invalid_format;header_row_inside_data;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;shipping_cost_free_string;tags_mixed_delimiters;total_price_mismatch
139,1139-01,country_region_mixed;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric;quantity_range_string
140,ORD-1140,address_multiline_or_missing_punctuation;country_region_mixed;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_unknown;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters;total_price_mismatch
141,#1141,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;outlier_date;product_name_typo_or_variant;quantity_non_numeric
142,  1142 ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;tax_or_discount_percent_string
143,1143,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric
144,01144,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_unknown;quantity_non_numeric;swapped_fields;tags_mixed_delimiters
145,1145,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
146,01146,country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric
147,1147,currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;product_unknown;quantity_non_numeric;tags_mixed_delimiters
148,01148,country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric
149,ORD1149,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;product_name_typo_or_variant;quantity_non_numeric;quantity_range_string
150,ORD1150,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;quantity_range_string;tax_or_discount_percent_string
151,ORD-1151,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_unknown;quantity_non_numeric;tags_mixed_delimiters
152,01152,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_name_typo_or_variant;quantity_non_numeric;tags_mixed_delimiters
153,1153-01,country_region_mixed;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric;tax_or_discount_percent_string
154,ORD-1154,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;tax_or_discount_percent_string
155,Order ID,currency_symbol_or_text;header_row_inside_data;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
156,1156,country_region_mixed;currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
157,ORD1157,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;quantity_non_numeric;tags_mixed_delimiters;tax_or_discount_percent_string;total_price_mismatch
158,#1158,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;product_unknown;quantity_non_numeric
159,\tORD-1159  ,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric
160,#1160,country_region_mixed;currency_symbol_or_text;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;tags_mixed_delimiters
161,01161,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric;tax_or_discount_percent_string
162, 1162 ,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;swapped_fields;tags_mixed_delimiters
163,#1163,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;tags_mixed_delimiters
164,1164-01,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric
165,01165,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;tax_or_discount_percent_string
166,ORD-1166,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters
167, 1167 ,country_region_mixed;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric;total_price_mismatch
168,  ORD1168  ,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
169, 1169 ,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;shipping_cost_free_string;tax_or_discount_percent_string
170,ORD1170,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
171, 1171,country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
172,1172,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric
173,1173,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;quantity_range_string;tax_or_discount_percent_string
174,01174,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;product_name_typo_or_variant;quantity_non_numeric;shipping_cost_free_string;tax_or_discount_percent_string
175,ORD1175,address_multiline_or_missing_punctuation;country_region_mixed;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price
176,ORD1176,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
177,01177,address_multiline_or_missing_punctuation;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;shipping_cost_free_string
178,1178-01,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;product_name_typo_or_variant;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
179,1179-01,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;total_price_mismatch
180,1180,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price
181,ORD1181,decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric;tags_mixed_delimiters
182,\t1182-01,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric
183,1183 ,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price
184,#1184,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric;quantity_range_string;tax_or_discount_percent_string
185,ORD1185,currency_symbol_or_text;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;outlier_date;quantity_non_numeric;tags_mixed_delimiters;tax_or_discount_percent_string
186,,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;quantity_non_numeric;tags_mixed_delimiters
187, 1187 ,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;product_unknown
188,01188,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;tax_or_discount_percent_string;total_price_mismatch
189,1189,address_multiline_or_missing_punctuation;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;quantity_range_string
190, 1190 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric
191,  1191 ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric
192,01192,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;product_name_typo_or_variant;quantity_non_numeric;tags_mixed_delimiters
193, 01193  ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;product_name_typo_or_variant;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
194,#1194,address_multiline_or_missing_punctuation;decimal_separator_variation;email_invalid_format;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters
195,ORD1195,decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;shipping_cost_free_string
196,ORD1196,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;product_name_typo_or_variant;quantity_non_numeric
197,01197,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric
198,#1198,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric
199,1199-01,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;outlier_date;quantity_non_numeric;quantity_range_string;tax_or_discount_percent_string
200,1200,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
201,01201,address_multiline_or_missing_punctuation;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;quantity_range_string;shipping_cost_free_string
202,  01202 ,decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
203,#1203,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;quantity_range_string;tags_mixed_delimiters
204,ORD1204,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;shipping_cost_free_string
205,01205,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters;tax_or_discount_percent_string
206,ORD1206,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format
207,1207-01,address_multiline_or_missing_punctuation;country_region_mixed;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;product_name_typo_or_variant;tags_mixed_delimiters;tax_or_discount_percent_string
208, 1208 ,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;tags_mixed_delimiters
209,ORD1209,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;quantity_non_numeric;tax_or_discount_percent_string
210,01210,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;total_price_mismatch
211,1211,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
212,01212,address_multiline_or_missing_punctuation;country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;quantity_range_string
213,#1213,leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tax_or_discount_percent_string
214,#1214,currency_symbol_or_text;decimal_separator_variation;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;phone_inconsistent_format;quantity_non_numeric;quantity_range_string;shipping_cost_free_string;tags_mixed_delimiters
215,#1215,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;quantity_non_numeric;shipping_cost_free_string;swapped_fields
216,  1216 ,currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric;quantity_range_string
217, 1217 ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric
218,1218,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
219,ORD1219,country_region_mixed;currency_symbol_or_text;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;quantity_non_numeric
220,Order ID,currency_symbol_or_text;email_invalid_format;header_row_inside_data;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;negative_or_parentheses_price;tax_or_discount_percent_string
221, 1221  ,currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters;tax_or_discount_percent_string
222,ORD-1222  ,currency_symbol_or_text;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
223,1223,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric
224,1224-01,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;quantity_range_string
225,   1225   ,country_region_mixed;currency_symbol_or_text;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;invalid_date_token;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric
226,1226-01,country_region_mixed;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;quantity_non_numeric;quantity_range_string
227,ORD1227,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;shipping_cost_free_string;tags_mixed_delimiters
228,ORD1228,currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;tags_mixed_delimiters
229,ORD1229,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;phone_inconsistent_format;quantity_non_numeric;tags_mixed_delimiters
230, 1230 ,decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric;tax_or_discount_percent_string
231, 1231 ,country_region_mixed;currency_symbol_or_text;decimal_separator_variation;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;phone_inconsistent_format;product_name_typo_or_variant;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters;total_price_mismatch
232,01232,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;shipping_cost_free_string
233,01233,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_case;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric
234,ORD-1234,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;product_name_typo_or_variant;tags_mixed_delimiters
235, 1235 ,decimal_separator_variation;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;quantity_non_numeric;shipping_cost_free_string;tags_mixed_delimiters
236,ORD1236,currency_symbol_or_text;decimal_separator_variation;email_invalid_format;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;phone_inconsistent_format;tags_mixed_delimiters
237,01237,address_multiline_or_missing_punctuation;currency_symbol_or_text;decimal_separator_variation;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;tags_mixed_delimiters;tax_or_discount_percent_string
238,01238,currency_symbol_or_text;inconsistent_case;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric
239,1239,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;negative_or_parentheses_price;quantity_non_numeric
240,   1240   ,country_region_mixed;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;phone_inconsistent_format;shipping_cost_free_string;tags_mixed_delimiters;tax_or_discount_percent_string
241, 1241 ,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;quantity_non_numeric;tags_mixed_delimiters
242,01242,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;quantity_non_numeric;tags_mixed_delimiters
243,ORD1243,currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;missing_value_placeholder;mixed_date_formats;negative_or_parentheses_price
244,1244-01,address_multiline_or_missing_punctuation;currency_symbol_or_text;inconsistent_currency;inconsistent_order_id_format;leading_trailing_whitespace;merged_columns_duplicates;mixed_date_formats;negative_or_parentheses_price;tags_mixed_delimiters;tax_or_discount_percent_string
